frame,timestamp_video,timestamp_pupildata,x,y,a,b,p
1, 235315.404675, 235315.404675, 60.984463, 148.969681, 21.920580, 25.736361, 86.605240
2, 235315.427627, 235315.427627, 61.062531, 148.865768, 22.065821, 25.806358, 85.673058
3, 235315.437504, 235315.437504, 61.198158, 148.768631, 21.893188, 25.922499, 87.116417
4, 235315.446464, 235315.446464, 61.164028, 148.816055, 21.941572, 25.759214, 86.550644
5, 235315.457830, 235315.457830, 61.272812, 148.825485, 21.945042, 25.669250, 85.439163
6, 235315.466646, 235315.466646, 61.275333, 148.783249, 21.908421, 25.629604, 87.020576
7, 235315.480443, 235315.480443, 61.369789, 148.700424, 21.818693, 25.542599, 89.575623
8, 235315.496873, 235315.496873, 61.468693, 148.765823, 21.783966, 25.447872, 88.525848
9, 235315.507393, 235315.507393, 61.353619, 148.882919, 21.695610, 25.543589, 86.655785
10, 235315.522637, 235315.522637, 61.461842, 148.705627, 21.764801, 25.324337, 88.413361
11, 235315.536484, 235315.536484, 61.460403, 148.711182, 21.677801, 25.051588, 88.509979
12, 235315.614262, 235315.614262, 61.776699, 148.792297, 21.027752, 24.814787, 86.877258
13, 235315.622857, 235315.622857, 61.648357, 148.742752, 21.078283, 24.506714, 87.389534
14, 235315.634915, 235315.634915, 61.751350, 148.762558, 21.055471, 24.672712, 83.743019
15, 235315.644191, 235315.644191, 61.703178, 148.770126, 20.830515, 24.520018, 85.586853
16, 235315.653959, 235315.653959, 61.776207, 148.797684, 20.870592, 24.267216, 83.945488
17, 235315.665212, 235315.665212, 61.907856, 148.681076, 21.028028, 24.374023, 87.442894
18, 235315.675101, 235315.675101, 61.928753, 148.685257, 20.882444, 24.392164, 85.581589
19, 235315.683274, 235315.683274, 61.848034, 148.645630, 20.976839, 24.534124, 88.080338
20, 235315.692240, 235315.692240, 61.936550, 148.717285, 20.972204, 24.352585, 86.764534
21, 235315.705793, 235315.705793, 62.007393, 148.694519, 21.009520, 24.525440, 84.812210
22, 235315.728836, 235315.728836, 61.914612, 148.672852, 20.952013, 24.434153, 87.723198
23, 235315.747785, 235315.747785, 61.760693, 148.726395, 20.768993, 24.587353, 90.965019
24, 235315.785858, 235315.785858, 61.789806, 148.642990, 21.028992, 24.365248, 88.091438
25, 235315.811919, 235315.811919, 67.853973, 150.049362, 20.317085, 24.319317, 83.577766
26, 235315.826853, 235315.826853, 74.511581, 151.995041, 19.403240, 23.897514, 68.254669
27, 235315.837522, 235315.837522, 77.365891, 152.708618, 18.771603, 23.694752, 69.065895
28, 235315.850366, 235315.850366, 82.159149, 153.704468, 17.746857, 23.260294, 60.837009
29, 235315.861300, 235315.861300, 84.345200, 153.720123, 17.339083, 23.174582, 59.106010
30, 235315.869940, 235315.869940, 86.397049, 153.884094, 16.925571, 23.093420, 55.958679
31, 235315.881809, 235315.881809, 87.979218, 154.109894, 16.452736, 23.081450, 51.486725
32, 235315.891972, 235315.891972, 89.649879, 154.189133, 16.038610, 22.964628, 55.978676
33, 235315.900701, 235315.900701, 89.841095, 154.182983, 16.312145, 23.097538, 53.524368
34, 235315.921158, 235315.921158, 90.073280, 154.034302, 16.312130, 23.705626, 51.068813
35, 235315.934141, 235315.934141, 90.190102, 153.901794, 16.258478, 23.382927, 49.690769
36, 235315.945535, 235315.945535, 90.351234, 153.748688, 16.233160, 23.266775, 52.658745
37, 235315.976476, 235315.976476, 90.428497, 153.830948, 16.210075, 23.338594, 51.746201
38, 235315.987908, 235315.987908, 90.490913, 153.686234, 16.134285, 23.621016, 52.528400
39, 235315.998932, 235315.998932, 90.448204, 153.756958, 16.063181, 23.432478, 52.946594
40, 235316.009915, 235316.009915, 90.627701, 153.864029, 16.111532, 23.708933, 50.216518
41, 235316.024037, 235316.024037, 90.470177, 153.820496, 16.280762, 23.738386, 50.406342
42, 235316.035412, 235316.035412, 90.649414, 153.837677, 16.149426, 23.797264, 50.197601
43, 235316.051550, 235316.051550, 90.849617, 153.752151, 16.090488, 23.652849, 51.456821
44, 235316.062840, 235316.062840, 92.095894, 154.170670, 15.980537, 23.609505, 50.432518
45, 235316.072755, 235316.072755, 92.906868, 155.567276, 14.973884, 23.080704, 50.142315
46, 235316.101546, 235316.101546, 93.091560, 156.312683, 14.204984, 23.102928, 51.220123
47, 235316.128745, 235316.128745, 93.127968, 156.452484, 14.431690, 23.143173, 50.622547
48, 235316.142844, 235316.142844, 93.140297, 156.376389, 14.172277, 23.154869, 51.701172
49, 235316.187917, 235316.187917, 93.242157, 156.424469, 14.191861, 23.298080, 51.564533
50, 235316.199916, 235316.199916, 93.393387, 156.335464, 13.947252, 23.126377, 51.123714
51, 235316.214190, 235316.214190, 93.650719, 156.232544, 13.824993, 23.185848, 50.953213
52, 235316.224341, 235316.224341, 93.577827, 156.277893, 13.865064, 22.760422, 50.108074
53, 235316.237652, 235316.237652, 93.692467, 156.252213, 14.012923, 22.933060, 48.736740
54, 235316.246989, 235316.246989, 93.717491, 156.290970, 14.126458, 22.794546, 50.634224
55, 235316.257620, 235316.257620, 93.724045, 156.188034, 13.835936, 23.019972, 50.317284
56, 235316.274772, 235316.274772, 93.735909, 156.203522, 13.733150, 23.060993, 50.793594
57, 235316.288015, 235316.288015, 93.696808, 156.181564, 13.861546, 22.951460, 49.730286
58, 235316.314025, 235316.314025, 93.720085, 156.201813, 13.853047, 23.024689, 50.155083
59, 235316.329202, 235316.329202, 93.724045, 156.188034, 13.835936, 23.019972, 50.317284
60, 235316.350716, 235316.350716, 92.905174, 156.493362, 14.076415, 23.560850, 52.835690
61, 235316.365435, 235316.365435, 92.900162, 156.692627, 14.323682, 22.772310, 49.930298
62, 235316.381196, 235316.381196, 92.931656, 156.570633, 14.133042, 23.007246, 50.208080
63, 235316.392959, 235316.392959, 92.742638, 156.737823, 14.201563, 23.275578, 51.103729
64, 235316.403174, 235316.403174, 92.882477, 156.559662, 14.192713, 23.355328, 51.930592
65, 235316.411943, 235316.411943, 92.862640, 156.505539, 14.170689, 23.232866, 52.592083
66, 235316.420835, 235316.420835, 92.849892, 156.517441, 14.272854, 22.642998, 52.516193
67, 235316.429228, 235316.429228, 92.809608, 156.555817, 14.209920, 23.397512, 51.122334
68, 235316.440065, 235316.440065, 92.794556, 156.572647, 14.292893, 23.079300, 51.313217
69, 235316.474663, 235316.474663, 92.768013, 156.627136, 14.168343, 23.581596, 51.477356
70, 235316.489745, 235316.489745, 92.934624, 156.502350, 14.328842, 23.380653, 51.820843
71, 235316.537051, 235316.537051, 92.751831, 156.720627, 14.380822, 23.977015, 50.125286
72, 235316.546728, 235316.546728, 92.177193, 156.654327, 14.715551, 23.379269, 50.512527
