frame,timestamp_video,timestamp_pupildata,x,y,a,b,p
1, 235233.148965, 235233.148965, 79.848038, 131.369003, 20.014198, 21.379517, 36.184013
2, 235233.225937, 235233.225937, 79.940514, 131.362808, 19.973898, 20.924139, 28.324251
3, 235233.266789, 235233.266789, 77.439034, 131.306168, 20.135509, 22.659317, 81.476456
4, 235233.281119, 235233.281119, 77.058952, 131.353943, 20.110579, 21.018221, 38.903915
5, 235233.290948, 235233.290948, 76.948990, 131.362396, 20.215036, 21.307339, 46.650284
6, 235233.302154, 235233.302154, 76.944649, 131.426743, 20.065035, 21.037445, 31.797546
7, 235233.314120, 235233.314120, 77.046593, 131.458527, 20.168335, 21.197744, 32.005959
8, 235233.323085, 235233.323085, 77.115616, 131.415955, 20.144466, 21.046331, 25.763094
9, 235233.332527, 235233.332527, 77.108543, 131.437256, 20.209709, 21.123491, 32.042431
10, 235233.349929, 235233.349929, 77.156677, 131.404510, 20.207136, 21.242121, 34.533939
11, 235233.422096, 235233.422096, 57.751755, 134.783066, 20.431242, 22.370687, 96.804565
12, 235233.436871, 235233.436871, 49.204895, 134.589569, 21.055294, 22.482435, 112.414581
13, 235233.456112, 235233.456112, 43.005119, 133.819901, 20.507776, 22.560104, 109.734314
14, 235233.467518, 235233.467518, 42.009037, 133.910797, 20.439077, 22.515238, 109.092453
15, 235233.478432, 235233.478432, 42.269352, 133.869415, 20.251276, 22.827356, 112.725235
16, 235233.488584, 235233.488584, 42.517677, 133.882904, 20.194183, 22.532267, 107.192268
17, 235233.498689, 235233.498689, 42.523052, 133.846848, 20.243645, 22.374901, 108.476883
18, 235233.506986, 235233.506986, 42.549900, 133.867920, 20.191002, 22.478144, 108.736893
19, 235233.516807, 235233.516807, 42.604084, 133.872284, 20.217464, 22.336575, 110.038116
20, 235233.526622, 235233.526622, 42.717682, 133.902328, 20.226263, 22.058519, 110.502037
21, 235233.536442, 235233.536442, 42.786175, 133.976730, 20.109354, 22.332283, 112.389397
22, 235233.545142, 235233.545142, 42.789280, 134.017792, 20.175999, 22.353802, 113.597343
23, 235233.580686, 235233.580686, 42.865471, 133.962051, 19.965868, 22.344576, 116.757347
24, 235233.618458, 235233.618458, 42.956970, 134.152832, 20.011921, 22.450232, 117.717438
25, 235233.633868, 235233.633868, 42.948154, 134.049606, 19.886890, 22.488592, 115.704483
26, 235233.646871, 235233.646871, 43.012127, 134.088730, 19.973688, 22.280621, 115.740593
27, 235233.657133, 235233.657133, 43.111515, 134.001740, 19.869184, 22.404799, 116.646095
28, 235233.668240, 235233.668240, 44.600334, 134.120941, 19.781227, 22.907362, 108.685074
29, 235233.677514, 235233.677514, 47.696350, 134.426422, 20.478613, 22.683743, 104.253143
30, 235233.688563, 235233.688563, 49.676422, 134.580765, 20.727814, 22.572577, 108.706261
31, 235233.698569, 235233.698569, 49.527218, 134.752045, 20.081579, 22.502272, 104.757652
32, 235233.708288, 235233.708288, 49.554379, 134.574844, 20.593702, 22.478422, 116.744530
33, 235233.717231, 235233.717231, 49.516533, 134.656418, 20.418823, 22.211040, 105.192482
34, 235233.725804, 235233.725804, 49.458523, 134.650146, 20.450296, 22.421722, 107.652451
35, 235233.734244, 235233.734244, 49.543015, 134.695007, 20.300690, 22.539110, 104.387726
36, 235233.743544, 235233.743544, 49.616745, 134.684006, 20.340616, 22.625814, 106.126762
37, 235233.752132, 235233.752132, 49.507061, 134.710175, 20.461514, 22.385113, 108.102280
38, 235233.761512, 235233.761512, 49.475864, 134.609451, 20.669239, 22.551109, 108.204742
39, 235233.799894, 235233.799894, 49.548466, 134.561584, 20.698038, 22.642178, 109.506042
40, 235233.813791, 235233.813791, 49.649437, 134.772156, 20.506161, 23.006712, 107.212646
41, 235233.853574, 235233.853574, 49.589680, 134.719009, 21.057041, 23.020575, 109.032539
42, 235233.869167, 235233.869167, 49.647038, 134.632233, 21.651340, 23.074217, 121.065331
43, 235233.885518, 235233.885518, 49.750790, 134.738419, 21.414454, 23.125458, 112.343430
44, 235233.897311, 235233.897311, 49.884949, 134.586365, 21.873848, 23.326252, 114.038849
45, 235233.917230, 235233.917230, 50.933674, 134.952530, 21.459629, 23.107847, 109.980766
