frame,timestamp_video,timestamp_pupildata,x,y,a,b,p
1, 235395.602794, 235395.602794, 115.030121, 98.782219, 24.400583, 25.275419, 141.545242
2, 235395.627289, 235395.627289, 115.168938, 98.586052, 24.857815, 25.531904, 131.379318
3, 235395.650476, 235395.650476, 115.362656, 98.458191, 25.131886, 25.322781, 150.240677
4, 235395.665938, 235395.665938, 115.601013, 98.417542, 24.642910, 25.299736, 147.640213
5, 235395.701819, 235395.701819, 115.753548, 97.875328, 25.091957, 25.803886, 145.138229
6, 235395.746433, 235395.746433, 115.745850, 97.670097, 25.215473, 25.858057, 139.503647
7, 235395.767694, 235395.767694, 115.667236, 97.524307, 25.441725, 25.828852, 146.645248
8, 235395.777059, 235395.777059, 115.661751, 97.438713, 25.249706, 25.950329, 135.241089
9, 235395.788336, 235395.788336, 115.745010, 97.377266, 25.151464, 26.236662, 138.028610
10, 235395.797772, 235395.797772, 115.625076, 97.448174, 24.989321, 25.840860, 143.568756
11, 235395.806499, 235395.806499, 115.727623, 97.405220, 25.093723, 25.999577, 142.433502
12, 235395.816649, 235395.816649, 115.757431, 97.309723, 25.181046, 25.879398, 132.400940
13, 235395.827668, 235395.827668, 116.208252, 97.890762, 25.655027, 26.498423, 106.189804
14, 235395.836657, 235395.836657, 117.355850, 98.768883, 25.957233, 28.190310, 110.574196
15, 235395.849105, 235395.849105, 118.115379, 99.128555, 25.523132, 26.262135, 138.802414
16, 235395.883857, 235395.883857, 118.224472, 98.956871, 25.884022, 26.189518, 153.233276
17, 235395.903261, 235395.903261, 118.350197, 98.976234, 25.661800, 26.325705, 169.108032
18, 235395.918151, 235395.918151, 118.285179, 98.878525, 25.739502, 26.314148, 158.408707
19, 235395.939307, 235395.939307, 118.342926, 98.852005, 25.858175, 26.476040, 172.107681
20, 235395.952146, 235395.952146, 118.283928, 98.802010, 25.879587, 26.579380, 165.672531
21, 235395.963705, 235395.963705, 118.268898, 98.900795, 25.629782, 26.557524, 161.695099
22, 235395.976907, 235395.976907, 118.157616, 98.855545, 25.803537, 26.474230, 157.972885
23, 235395.986503, 235395.986503, 118.132584, 98.837173, 26.196833, 26.420551, 150.674911
24, 235395.995350, 235395.995350, 118.199440, 98.679939, 26.113192, 26.530519, 144.582047
25, 235396.007722, 235396.007722, 117.876564, 97.998993, 26.372093, 26.609392, 89.039078
26, 235396.070509, 235396.070509, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000
27, 235396.094537, 235396.094537, 110.390823, 79.870415, 23.549826, 27.033634, 104.301468
28, 235396.111639, 235396.111639, 110.400734, 79.865715, 23.442293, 26.940107, 106.002602
29, 235396.126508, 235396.126508, 110.627007, 80.037987, 23.575151, 27.149843, 107.721786
